dataset_name,kpi,is_kpi,dtype,domain,description
ecommerce_retail_engagement_analytics,country,0,date,ecommerce_retail,Supporting attribute representing country.
manufacturing_metrics,inventory_turnover,1,int,manufacturing,KPI measuring inventory turnover in manufacturing domain.
realestate_construction_cost_reporting_21,project_completion_rate,1,float,realestate_construction,KPI measuring project completion rate in realestate construction domain.
agriculture_agritech_transactions_36,fertilizer_efficiency,1,int,agriculture_agritech,KPI measuring fertilizer efficiency in agriculture agritech domain.
realestate_construction_transactions,project_completion_rate,1,int,realestate_construction,KPI measuring project completion rate in realestate construction domain.
sales_analytics,location,0,string,sales,Supporting attribute representing location.
ai_datascience_product_analytics,channel,0,int,ai_datascience,Supporting attribute representing channel.
finance_dataset,return_on_assets,1,int,finance,KPI measuring return on assets in finance domain.
logistics_metrics,segment,0,date,logistics,Supporting attribute representing segment.
telecom_clinical_outcomes,id,0,date,telecom,Supporting attribute representing id.
sales_trends_10,customer_retention_cost,1,int,sales,KPI measuring customer retention cost in sales domain.
hr_monitoring_30,date,0,date,hr,Supporting attribute representing date.
logistics_kpi_table_2,warehouse_capacity_utilization,1,float,logistics,KPI measuring warehouse capacity utilization in logistics domain.
agriculture_agritech_fraud_monitoring,segment,0,date,agriculture_agritech,Supporting attribute representing segment.
finance_fintech_campaign_performance,transaction_volume,1,int,finance_fintech,KPI measuring transaction volume in finance fintech domain.
banking_insurance_student_performance,timestamp,0,date,banking_insurance,Supporting attribute representing timestamp.
hr_adv_course_outcomes,time_to_hire,1,float,hr_adv,KPI measuring time to hire in hr adv domain.
devops_kpi_table_25,location,0,int,devops,Supporting attribute representing location.
devops_metrics,incident_reopen_rate,1,float,devops,KPI measuring incident reopen rate in devops domain.
supplychain_logistics_customer_segments,channel,0,date,supplychain_logistics,Supporting attribute representing channel.
manufacturing_adv_policy_admin_39,defect_rate,1,int,manufacturing_adv,KPI measuring defect rate in manufacturing adv domain.
hr_adv_clinical_outcomes,time_to_hire,1,float,hr_adv,KPI measuring time to hire in hr adv domain.
manufacturing_adv_campaign_performance,production_throughput,1,float,manufacturing_adv,KPI measuring production throughput in manufacturing adv domain.
saas_it_reliability_metrics,feature_adoption_rate,1,float,saas_it,KPI measuring feature adoption rate in saas it domain.
ecommerce_retail_efficiency_dashboard,average_order_value,1,float,ecommerce_retail,KPI measuring average order value in ecommerce retail domain.
product_monitoring,segment,0,date,product,Supporting attribute representing segment.
manufacturing_adv_claims,category,0,string,manufacturing_adv,Supporting attribute representing category.
logistics_metrics_31,country,0,int,logistics,Supporting attribute representing country.
banking_insurance_usage_telemetry,policy_claim_settlement_time,1,int,banking_insurance,KPI measuring policy claim settlement time in banking insurance domain.
hospitality_travel_cost_reporting,date,0,date,hospitality_travel,Supporting attribute representing date.
product_monitoring,activation_rate,1,float,product,KPI measuring activation rate in product domain.
realestate_construction_course_outcomes,date,0,int,realestate_construction,Supporting attribute representing date.
sales_operations,segment,0,date,sales,Supporting attribute representing segment.
education_edtech_orders_41,student_engagement_level,1,float,education_edtech,KPI measuring student engagement level in education edtech domain.
ecommerce_retail_product_analytics,delivery_time,1,float,ecommerce_retail,KPI measuring delivery time in ecommerce retail domain.
education_edtech_student_performance,date,0,string,education_edtech,Supporting attribute representing date.
realestate_construction_student_performance,construction_delay_index,1,int,realestate_construction,KPI measuring construction delay index in realestate construction domain.
banking_insurance_reliability_metrics_49,id,0,string,banking_insurance,Supporting attribute representing id.
agriculture_agritech_shipment_tracking_37,soil_health_index,1,int,agriculture_agritech,KPI measuring soil health index in agriculture agritech domain.
realestate_construction_fraud_monitoring,channel,0,int,realestate_construction,Supporting attribute representing channel.
agriculture_agritech_trial_registry,location,0,int,agriculture_agritech,Supporting attribute representing location.
sales_marketing_sustainability_index,funnel_dropoff_rate,1,float,sales_marketing,KPI measuring funnel dropoff rate in sales marketing domain.
realestate_construction_reliability_metrics,occupancy_ratio,1,float,realestate_construction,KPI measuring occupancy ratio in realestate construction domain.
realestate_construction_fraud_monitoring,safety_compliance_rate,1,float,realestate_construction,KPI measuring safety compliance rate in realestate construction domain.
transport_automotive_cost_reporting_34,passenger_load_factor,1,int,transport_automotive,KPI measuring passenger load factor in transport automotive domain.
devops_dataset_35,change_failure_rate,1,float,devops,KPI measuring change failure rate in devops domain.
ai_datascience_customer_segments,channel,0,date,ai_datascience,Supporting attribute representing channel.
banking_insurance_trial_registry_32,timestamp,0,string,banking_insurance,Supporting attribute representing timestamp.
telecom_risk_analytics,network_latency,1,float,telecom,KPI measuring network latency in telecom domain.
saas_it_product_analytics,date,0,string,saas_it,Supporting attribute representing date.
agriculture_agritech_orders,soil_health_index,1,int,agriculture_agritech,KPI measuring soil health index in agriculture agritech domain.
realestate_construction_campaign_performance,country,0,string,realestate_construction,Supporting attribute representing country.
saas_it_risk_analytics,id,0,int,saas_it,Supporting attribute representing id.
ai_datascience_risk_analytics,segment,0,int,ai_datascience,Supporting attribute representing segment.
banking_insurance_trial_registry,region,0,string,banking_insurance,Supporting attribute representing region.
ecommerce_retail_clinical_outcomes_40,cart_abandonment_rate,1,int,ecommerce_retail,KPI measuring cart abandonment rate in ecommerce retail domain.
finance_fintech_campaign_performance,timestamp,0,date,finance_fintech,Supporting attribute representing timestamp.
ecommerce_retail_cost_reporting_14,date,0,int,ecommerce_retail,Supporting attribute representing date.
energy_sustainability_trial_registry,energy_efficiency_ratio,1,float,energy_sustainability,KPI measuring energy efficiency ratio in energy sustainability domain.
telecom_fraud_monitoring_20,data_consumption_per_subscriber,1,float,telecom,KPI measuring data consumption per subscriber in telecom domain.
sales_marketing_usage_telemetry,timestamp,0,string,sales_marketing,Supporting attribute representing timestamp.
supplychain_logistics_transactions,on_time_delivery_rate,1,float,supplychain_logistics,KPI measuring on time delivery rate in supplychain logistics domain.
education_edtech_transactions,region,0,int,education_edtech,Supporting attribute representing region.
marketing_performance,click_through_rate,1,float,marketing,KPI measuring click through rate in marketing domain.
realestate_construction_risk_analytics_21,category,0,int,realestate_construction,Supporting attribute representing category.
finance_kpi_table_3,region,0,string,finance,Supporting attribute representing region.
saas_it_risk_analytics_22,feature_adoption_rate,1,int,saas_it,KPI measuring feature adoption rate in saas it domain.
hr_kpi_table_17,training_completion_rate,1,float,hr,KPI measuring training completion rate in hr domain.
devops_metrics,mean_time_to_recovery,1,int,devops,KPI measuring mean time to recovery in devops domain.
energy_sustainability_student_performance,date,0,int,energy_sustainability,Supporting attribute representing date.
product_benchmarking,channel,0,date,product,Supporting attribute representing channel.
hr_historical_50,location,0,string,hr,Supporting attribute representing location.
saas_it_campaign_performance,segment,0,string,saas_it,Supporting attribute representing segment.
realestate_construction_usage_telemetry,construction_delay_index,1,int,realestate_construction,KPI measuring construction delay index in realestate construction domain.
hospitality_travel_trial_registry,category,0,int,hospitality_travel,Supporting attribute representing category.
saas_it_sustainability_index,segment,0,int,saas_it,Supporting attribute representing segment.
telecom_fraud_monitoring,country,0,string,telecom,Supporting attribute representing country.
public_government_course_outcomes,location,0,string,public_government,Supporting attribute representing location.
cybersecurity_engagement_analytics_8,date,0,int,cybersecurity,Supporting attribute representing date.
